bin	genus_type	genus_proposed	species_proposed	language	gender	genus_explanation	species_explanation	genus_status	species_status	novelty_method	accession	sequencing_technology	binning_workflow	genome_size	total_contigs	coverage	GC_content	completeness_estimate	contamination_estimate	count_16S	count_tRNA	taxonomy_GTDB	taxonomy_proposed	taxonomy_SILVA	taxonomy_SILVA_perc	sample_name	sample_country	longitude	latitude	sample_type	sample_habitat_broad	sample_habitat_local
MFD00031.bin.1.167	N	Alsgardeaba	humica	N.L.	fem.	Microbe found nearby Alsgarde	A species found in soil	Formerly ''VRUE01'' in GTDB R220	Formerly ''uncultured Rubrobacterales bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963702705.1	Oxford Nanopore PromethION	mmlong2	2779289	8	23.462362	67.95	90.54	1.87	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Alsgardeaba;s__Alsgardeaba humica	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured Rubrobacterales bacterium	99.3	MFD00031	Denmark	11.4075	55.4191	Soil	Forests	Alluvial woodland
MFD00031.bin.2.81	N	Alsgardeaba	glebica	N.L.	fem.	Microbe found nearby Alsgarde	A species found in soil	Formerly ''VRUE01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963702575.1	Oxford Nanopore PromethION	mmlong2	2748962	9	25.060318	70.14	90	2.39	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Alsgardeaba;s__Alsgardeaba glebica	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	99.3	MFD00031	Denmark	11.4075	55.4191	Soil	Forests	Alluvial woodland
MFD00082.bin.1.126	N	Alsgardeaba	tellurica	N.L.	fem.	Microbe found nearby Alsgarde	A species found in soil	Formerly ''VRUE01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963700105.1	Oxford Nanopore PromethION	mmlong2	3276744	6	31.014742	64.08	95.41	1.38	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Alsgardeaba;s__Alsgardeaba tellurica	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	98.2	MFD00082	Denmark	9.974	56.7952	Soil	"Bogs, mires and fens"	Degraded raised bog
MFD00731.bin.1.217	N	Alsgardeaba	affinis	N.L.	fem.	Microbe found nearby Alsgarde	A species related to but distinct from the existing species	Formerly ''VRUE01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963787415.1	Oxford Nanopore PromethION	mmlong2	3348464	9	12.277615	63.71	90.81	2.83	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Alsgardeaba;s__Alsgardeaba affinis	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	98.3	MFD00731	Denmark	10.2307	56.2289	Soil	Dunes	Inland dunes Empetrum nigrum
MFD00822.bin.c.2	N	Alsgardeaba	ripica	N.L.	fem.	Microbe found nearby Alsgarde	A species found in the coast	Formerly ''VRUE01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963702035.1	Oxford Nanopore PromethION	mmlong2	2613703	1	36.178978	68.39	95.17	1.1	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Alsgardeaba;s__Alsgardeaba ripica	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	99.3	MFD00822	Denmark	9.612	56.9676	Soil	Coastal	Salt marshes and salt meadows
MFD01299.bin.1.182	N	Alsgardeaba	lacustris	N.L.	fem.	Microbe found nearby Alsgarde	A species found in a lake	Formerly ''VRUE01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963729995.1	Oxford Nanopore PromethION	mmlong2	2341911	5	50.713017	68.99	93.96	1.65	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Alsgardeaba;s__Alsgardeaba lacustris	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	98.8	MFD01299	Denmark	8.627054339	55.80287147	Sediment	Freshwater	"Lake, Rich pondweed"
MFD01721.bin.1.228	N	Alsgardeaba	litoralis	N.L.	fem.	Microbe found nearby Alsgarde	A species found in the coast	Formerly ''VRUE01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963728365.1	Oxford Nanopore PromethION	mmlong2	2800359	3	119.19144	69.51	95.2	0.55	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Alsgardeaba;s__Alsgardeaba litoralis	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	98.4	MFD01721	Denmark	10.5019	55.4485	Soil	Coastal	Salicornia mud
MFD01916.bin.c.7	N	Alsgardeaba	arida	N.L.	fem.	Microbe found nearby Alsgarde	A species found in sand	Formerly ''VRUE01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963701265.1	Oxford Nanopore PromethION	mmlong2	2620312	1	65.27942	67.6	92.03	0.87	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Alsgardeaba;s__Alsgardeaba arida	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	99.3	MFD01916	Denmark	10.4385	57.5446	Soil	Dunes	Fixed dunes (grey dunes)
MFD02360.bin.1.202	N	Alsgardeaba	danica	N.L.	fem.	Microbe found nearby Alsgarde	A species from Denmark	Formerly ''VRUE01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963698085.1	Oxford Nanopore PromethION	mmlong2	2534965	1	76.8237	67.39	94.26	0.67	2	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Alsgardeaba;s__Alsgardeaba danica	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	99.4	MFD02360	Denmark	8.7192	57.0795	Soil	Grassland formations	Calcareous grassland
MFD02360.bin.1.206	N	Alsgardeaba	terrestris	N.L.	fem.	Microbe found nearby Alsgarde	A species found in soil	Formerly ''VRUE01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963716735.1	Oxford Nanopore PromethION	mmlong2	2832470	1	37.745384	67.78	93.9	1.34	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Alsgardeaba;s__Alsgardeaba terrestris	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	99.5	MFD02360	Denmark	8.7192	57.0795	Soil	Grassland formations	Calcareous grassland
MFD00392.bin.1.3	N	Nordbyana	humica	N.L.	fem.	Microbe found nearby Nordby	A species found in soil	Formerly ''WHSW01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963705955.1	Oxford Nanopore PromethION	mmlong2	3429743	10	32.880093	70.55	90.02	1.53	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__WHSW01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Nordbyana;s__Nordbyana humica	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	98.7	MFD00392	Denmark	11.6269	55.4231	Soil	Fields	"Fabales, Faba bean"
MFD01275.bin.1.7	N	Nordbyana	arida	N.L.	fem.	Microbe found nearby Nordby	A species found in sand	Formerly ''Incertae Sedis'' in Silva 138.2	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963851045.1	Oxford Nanopore PromethION	mmlong2	2971103	2	24.257961	67.53	94.43	0.03	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__Unclassified;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Nordbyana;s__Nordbyana arida	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	99.1	MFD01275	Denmark	10.8089	56.5332	Soil	Dunes	Marram dunes (white dunes)
MFD04935.bin.1.4	N	Nordbyana	terrestris	N.L.	fem.	Microbe found nearby Nordby	A species found in soil	Formerly ''WHSW01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963767475.1	Oxford Nanopore PromethION	mmlong2	4337258	6	25.01454	70	92.17	2.09	2	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__WHSW01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Nordbyana;s__Nordbyana terrestris	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	98.8	MFD04935	Denmark	8.4297	55.3523	Soil	Dunes	Marram dunes (white dunes)
MFD09267.bin.1.277	N	Nordbyana	propinqua	N.L.	fem.	Microbe found nearby Nordby	A species related to but distinct from the existing species	Formerly ''WHSW01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963749365.1	Oxford Nanopore PromethION	mmlong2	2913143	7	45.73585	70.83	95.43	0.24	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__WHSW01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Nordbyana;s__Nordbyana propinqua	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	98.4	MFD09267	Denmark	9.28746	56.98291	Soil	Grassland formations	Xeric sand calcareous grasslands
MFD09267.bin.1.346	N	Nordbyana	europaea	N.L.	fem.	Microbe found nearby Nordby	A species from Europe	Formerly ''WHSW01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963821025.1	Oxford Nanopore PromethION	mmlong2	3244330	5	21.09211	70	94.96	0.33	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__WHSW01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Nordbyana;s__Nordbyana europaea	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	98.7	MFD09267	Denmark	9.28746	56.98291	Soil	Grassland formations	Xeric sand calcareous grasslands
MFD01689.bin.c.3	N	Marsletimorpha	tellurica	N.L.	fem.	Microbe found nearby Marslet	A species found in soil	Formerly ''XYB1-FULL-47-11'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963714095.1	Oxford Nanopore PromethION	mmlong2	1088247	1	18.040024	45.88	96.04	0.17	1	20	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA10105;f__UBA927;g__XYB1-FULL-47-11;s__Unclassified	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Marsletimorphales;f__Marsletimorphaceae;g__Marsletimorpha;s__Marsletimorpha tellurica	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus Gottesmanbacteria;f__Incertae Sedis;g__Incertae Sedis;s__Candidatus Gottesmanbacteria bacterium RIFOXYB1_FULL_47_11	92.9	MFD01689	Denmark	8.4696	55.595	Soil	"Bogs, mires and fens"	Rhynchosporion depressions
MFD05942.bin.1.195	N	Marsletimorpha	propinqua	N.L.	fem.	Microbe found nearby Marslet	A species related to but distinct from the existing species	Formerly ''XYB1-FULL-47-11'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963809665.1	Oxford Nanopore PromethION	mmlong2	863589	5	14.57053	47.61	98.2	0.51	1	18	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA10105;f__UBA927;g__XYB1-FULL-47-11;s__Unclassified	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Marsletimorphales;f__Marsletimorphaceae;g__Marsletimorpha;s__Marsletimorpha propinqua	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus Gottesmanbacteria;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	92.5	MFD05942	Denmark	9.6177	56.7771	Soil	Fields	"Poales, grass"
MFD05684.bin.1.262	N	Glyngoereum	ripicum	N.L.	neut.	Microbe found nearby Glyngoere	A species found in the coast	Formerly ''ZC4RG17'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963744905.1	Oxford Nanopore PromethION	mmlong2	3576160	10	55.43771	65.83	95.16	2.64	1	22	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__ZC4RG17;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__Glyngoereaceae;g__Glyngoereum;s__Glyngoereum ripicum	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Actinomarinales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	97.9	MFD05684	Denmark	8.2638	55.5312	Soil	Coastal	Salicornia mud
MFD09267.bin.1.253	N	Elmelundeaba	glebica	N.L.	fem.	Microbe found nearby Elmelunde	A species found in soil	Formerly ''ZC4RG19'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963842395.1	Oxford Nanopore PromethION	mmlong2	5669022	3	25.01717	73.59	95.16	1.55	1	23	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JACDCH01;g__ZC4RG19;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Elmelundeabaceae;g__Elmelundeaba;s__Elmelundeaba glebica	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Microtrichales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	98.6	MFD09267	Denmark	9.28746	56.98291	Soil	Grassland formations	Xeric sand calcareous grasslands
MFD02416.bin.1.163	N	Sebberimonas	litoralis	N.L.	fem.	Microbe found nearby Sebber	A species found in the coast	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963702105.1	Oxford Nanopore PromethION	mmlong2	5453612	1	36.661617	67.64	99.19	1.1	1	22	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Rariloculales;f__Rariloculaceae;g__Unclassified;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Rariloculales;f__Rariloculaceae;g__Sebberimonas;s__Sebberimonas litoralis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__EPR3968-O8a-Bc78;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	97.2	MFD02416	Denmark	9.5553	56.8577	Soil	Coastal	Inland salt meadows
MFD02923.bin.1.150	N	Ajstrupiana	litoralis	N.L.	fem.	Microbe found nearby Store Ajstrup	A species found in the coast	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963810615.1	Oxford Nanopore PromethION	mmlong2	3339879	8	84.79939	56.85	100	1.32	1	22	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__CALZJG01;f__CALZJG01;g__Unclassified;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Skarresoeiellales;f__Skarresoeiellaceae;g__Ajstrupiana;s__Ajstrupiana litoralis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__Incertae Sedis;s__uncultured bacterium	96.7	MFD02923	Denmark	8.8343	56.765	Soil	Coastal	Atlantic salt meadows
MFD00731.bin.1.206	N	Ibskerisoma	vicinum	N.L.	neut.	Microbe found nearby Ibsker	A species related to but distinct from the existing species	Formerly ''Coxiella'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963714975.1	Oxford Nanopore PromethION	mmlong2	2559048	3	12.712962	43.08	93.75	2.48	1	22	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JAURND01;f__JAURND01;g__Unclassified;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Aasumibacterales;f__Ibskerisomataceae;g__Ibskerisoma;s__Ibskerisoma vicinum	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__Coxiella;s__uncultured bacterium	97.4	MFD00731	Denmark	10.2307	56.2289	Soil	Dunes	Inland dunes Empetrum nigrum
MFD09286.bin.1.170	N	Ibskerisoma	danicum	N.L.	neut.	Microbe found nearby Ibsker	A species from Denmark	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963813895.1	Oxford Nanopore PromethION	mmlong2	3341679	5	19.37148	41.73	99.09	0.37	1	21	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JAURND01;f__JAURND01;g__Unclassified;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Aasumibacterales;f__Ibskerisomataceae;g__Ibskerisoma;s__Ibskerisoma danicum	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__Coxiella;s__Coxiella endosymbiont of Ornithodoros occidentalis	93.7	MFD09286	Denmark	8.26815	56.81197	Soil	Dunes	Decalcified Empetrum dunes
MFD05942.bin.1.64	N	Hoddevivens	terreum	N.L.	masch.	Microbe found nearby Hodde	A species found in soil	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963801475.1	Oxford Nanopore PromethION	mmlong2	4211590	3	30.28017	69.35	99.48	0.64	1	23	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Outrupibacteriales;f__Outrupibacteriaceae;g__Hoddevivens;s__Hoddevivens terreum	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Subgroup 7;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	98.6	MFD05942	Denmark	9.6177	56.7771	Soil	Fields	"Poales, grass"
MFD04944.bin.1.227	N	Vokslevivita	tellurica	N.L.	fem.	Microbe found nearby Vokslev	A species found in soil	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963837345.1	Oxford Nanopore PromethION	mmlong2	4933650	4	30.36026	68.29	93.02	2.3	1	23	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Pjedstedimenaceae;g__Vokslevivita;s__Vokslevivita tellurica	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	97	MFD04944	Denmark	10.5752	54.9596	Soil	Grassland formations	Species-rich Nardus upland grassland
MFD05442.bin.1.381	N	Vokslevivita	orica	N.L.	fem.	Microbe found nearby Vokslev	A species found in the coast	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963792785.1	Oxford Nanopore PromethION	mmlong2	4538355	4	43.19568	69.36	92.41	0.57	1	23	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Pjedstedimenaceae;g__Vokslevivita;s__Vokslevivita orica	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured Acidobacteria bacterium	97.3	MFD05442	Denmark	8.822	56.7368	Soil	Coastal	Atlantic salt meadows
MFD05942.bin.1.17	N	Vedbaekius	danicus	N.L.	masch.	Microbe found nearby Vedbaek	A species from Denmark	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963843385.1	Oxford Nanopore PromethION	mmlong2	5615313	9	51.35804	66.6	96.46	3.05	1	22	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__JAKQTR01;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Binderupimenaceae;g__Vedbaekius;s__Vedbaekius danicus	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	95.7	MFD05942	Denmark	9.6177	56.7771	Soil	Fields	"Poales, grass"
MFD05942.bin.1.97	N	Vedbaekius	scandius	N.L.	masch.	Microbe found nearby Vedbaek	A species from Scandinavia	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963813325.1	Oxford Nanopore PromethION	mmlong2	5383953	6	83.57787	69.56	99.36	1.15	1	23	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__JAKQTR01;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Binderupimenaceae;g__Vedbaekius;s__Vedbaekius scandius	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	95.8	MFD05942	Denmark	9.6177	56.7771	Soil	Fields	"Poales, grass"
MFD01916.bin.c.4	N	Ellingivita	arida	N.L.	fem.	Microbe found nearby Elling	A species found in sand	Formerly ''Incertae Sedis'' in Silva 138.2	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963705225.1	Oxford Nanopore PromethION	mmlong2	4850502	1	102.9619	52.18	94.65	0.11	1	23	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__Ellingivita;s__Ellingivita arida	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Incertae Sedis;s__uncultured bacterium	99.1	MFD01916	Denmark	10.4385	57.5446	Soil	Dunes	Fixed dunes (grey dunes)
MFD06435.bin.1.198	N	Maugstrupiella	lacustris	N.L.	fem.	Microbe found nearby Maugstrup	A species found in a lake	Formerly ''Incertae Sedis'' in Silva 138.2	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963841635.1	Oxford Nanopore PromethION	mmlong2	7061284	4	32.82349	64.42	100	1.39	1	23	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Maugstrupiella;s__Maugstrupiella lacustris	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__AKIW659;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	99	MFD06435	Denmark	8.46320698	57.0278885	Sediment	Freshwater	"Lake, Mixed Najas flexilis"
MFD09603.bin.1.1	N	Rutskerihabitans	terreum	N.L.	masch.	Microbe found nearby Rutsker	A species found in soil	Formerly ''Incertae Sedis'' in Silva 138.2	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963795775.1	Oxford Nanopore PromethION	mmlong2	4282365	9	46.21129	62.24	99.37	2.02	1	23	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Rutskerihabitans;s__Rutskerihabitans terreum	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Terriglobales;f__Acidobacteriaceae (Subgroup 1);g__Incertae Sedis;s__uncultured bacterium	99.3	MFD09603	Denmark	14.9796	55.2067	Soil	Rocky habitats and caves	Siliceous rocky slopes
