bin	sub	contig	type	start	end	strand	prot	prot_abrv	prot_name	prot_db
OWC_2054	MazEF	OWC_2054_k121_3522538	cds	2843	3097	-	AMBLHM_17370		SpoVT-AbrB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6J5FAA4
OWC_2055	AbiE	OWC_2055_k121_8745869	cds	7154	8080	-	GHMNIO_14650		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_B1JX33
OWC_2055	AbiE	OWC_2055_k121_8745869	cds	8077	8823	-	GHMNIO_14655		Transcriptional regulator AbiEi antitoxin N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6H2H8E6
OWC_2055	MazEF	OWC_2055_k121_10639817	cds	158	406	+	GHMNIO_16790		SpoVT-AbrB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6J4S0T0
OWC_2055	MazEF	OWC_2055_k121_10639817	cds	406	729	+	GHMNIO_16795		mRNA interferase	SO:0001217, UniRef:UniRef50_D8PG32
OWC_2055	AbiE	OWC_2055_k121_19539028	cds	510	1373	-	GHMNIO_23045		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A149VV71
OWC_2055	AbiE	OWC_2055_k121_19539028	cds	1370	2185	-	GHMNIO_23050		AbiEi antitoxin C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A127F9Y4
OWC_2055	AbiE	OWC_2055_k121_32376910	cds	2072	2698	+	GHMNIO_25865		Type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein	SO:0001217, UniRef:UniRef50_C5BIW1, UniRef:UniRef90_A0A937CSZ0
OWC_2055	AbiE	OWC_2055_k121_32376910	cds	2695	3546	+	GHMNIO_25870		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_G7UNW7
OWC_2056	Wadjet_I	OWC_2056_k121_5722954	cds	227	937	+	BHHHMO_08920		DUF4194 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A060NLM4
OWC_2056	Wadjet_I	OWC_2056_k121_5722954	cds	930	4343	+	BHHHMO_08925		ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A2H0IWJ4, UniRef:UniRef90_UPI0003763540
OWC_2056	Wadjet_I	OWC_2056_k121_5722954	cds	4340	5563	+	BHHHMO_08930	jetD	Wadjet protein JetD C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2M7N786
OWC_2056	SoFic	OWC_2056_k121_5722954	cds	15415	16578	+	BHHHMO_08985		Adenosine monophosphate-protein transferase SoFic	SO:0001217, UniRef:UniRef50_A0A160MY22, UniRef:UniRef90_A0A011N386
OWC_2056	PfiAT	OWC_2056_k121_5822422	cds	1279	1620	-	BHHHMO_21060		Plasmid stabilization protein	SO:0001217, UniRef:UniRef50_A0A060NND5
OWC_2056	PfiAT	OWC_2056_k121_5822422	cds	1620	1838	-	BHHHMO_21065		Antitoxin	SO:0001217, UniRef:UniRef50_A0A6L8BH09
OWC_2060	AbiE	OWC_2060_k121_1645638	cds	598	1203	+	OHODHD_03190		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A6L8DUB0
OWC_2060	AbiE	OWC_2060_k121_1645638	cds	1200	2135	+	OHODHD_03195		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A7S8F9T2
OWC_2060	AbiE	OWC_2060_k121_2061784	cds	436	1242	+	OHODHD_03915		AbiEi antitoxin C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A238DPV0
OWC_2060	AbiE	OWC_2060_k121_2061784	cds	1239	2543	+	OHODHD_03920		WYL domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E1F1E7
OWC_2060	SanaTA	OWC_2060_k121_9196174	cds	1853	2878	-	OHODHD_14855		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_B6JAA7, UniRef:UniRef90_A0A0Q7DGD8
OWC_2060	SanaTA	OWC_2060_k121_9196174	cds	2871	3467	-	OHODHD_14860		Transcriptional regulator, AbiEi antitoxin, Type IV TA system	SO:0001217, UniRef:UniRef50_Q930G9, UniRef:UniRef90_A0A0L6T7J6
OWC_2060	RM_Type_IV	OWC_2060_k121_12062654	cds	598	1971	+	OHODHD_17770	mcrC	5-methylcytosine-specific restriction enzyme subunit McrC	SO:0001217, UniRef:UniRef50_A0A0C4YKM5, UniRef:UniRef90_A0A317MR74
OWC_2086	SoFic	OWC_2086_scaffold23856	cds	2993	4156	-	FMGBNK_05975		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A160MY22
OWC_2086	AbiE	OWC_2086_scaffold90983	cds	628	1731	+	FMGBNK_12605		hypothetical protein	
OWC_2086	AbiE	OWC_2086_scaffold90983	cds	1709	2557	+	FMGBNK_12610		hypothetical protein	PFAM:PF08843.15
OWC_2088	Septu	OWC_2088_k121_3071166	cds	603	1970	+	HECECH_01625		ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A2T3X2Y2
OWC_2088	Septu	OWC_2088_k121_3071166	cds	1967	2728	+	HECECH_01630		TIGR02646 family protein	SO:0001217, UniRef:UniRef50_A0A496VYS6
OWC_2088	SoFic	OWC_2088_k121_6664426	cds	14907	16040	-	HECECH_03945		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A1B3DZN4
OWC_2088	Olokun	OWC_2088_k121_6848010	cds	2629	4065	-	HECECH_04145		Restriction endonuclease type IV Mrr domain-containing protein	SO:0001217, UniRef:UniRef50_H8GJ66
OWC_2088	Olokun	OWC_2088_k121_6848010	cds	4062	5675	-	HECECH_04150		hypothetical protein	
OWC_2088	Septu	OWC_2088_k121_16768234	cds	1632	6401	+	HECECH_09705		hypothetical protein	PFAM:PF00004.33, PFAM:PF00005.31, PFAM:PF05729.16, PFAM:PF13304.10, PFAM:PF13401.10, PFAM:PF13476.10
OWC_2088	Septu	OWC_2088_k121_16768234	cds	6398	7204	+	HECECH_09710		hypothetical protein	
OWC_2088	SoFic	OWC_2088_k121_18533051	cds	1680	2909	+	HECECH_10605		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_F9U9P0
OWC_2088	SanaTA	OWC_2088_k121_31442993	cds	1627	2592	-	HECECH_17130		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A160FSF6
OWC_2088	SanaTA	OWC_2088_k121_31442993	cds	2564	2992	-	HECECH_17135		S-adenosylhomocysteine hydrolase	SO:0001217, UniRef:UniRef50_F4G967
OWC_2088	radar_II	OWC_2088_k121_31442993	cds	3471	4166	-	HECECH_17140		hypothetical protein	
OWC_2088	radar_II	OWC_2088_k121_31442993	cds	4156	6852	-	HECECH_17145		hypothetical protein	
OWC_2088	radar_II	OWC_2088_k121_31442993	cds	6856	9549	-	HECECH_17150		Tyrosine specific protein phosphatases domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2A4FA56
OWC_2088	MazEF	OWC_2088_k121_32210986	cds	2490	2813	-	HECECH_17620		hypothetical protein	PFAM:PF02452.21
OWC_2088	MazEF	OWC_2088_k121_32210986	cds	2807	3055	-	HECECH_17625		SpoVT-AbrB domain-containing protein	SO:0001217, UniRef:UniRef50_V4NXE2
OWC_2088	Septu	OWC_2088_k121_33150038	cds	1322	2758	+	HECECH_18100		ATP-binding protein	SO:0001217, UniRef:UniRef50_S2KNS3
OWC_2088	Septu	OWC_2088_k121_33150038	cds	2755	3420	+	HECECH_18105		TIGR02646 family protein	SO:0001217, UniRef:UniRef50_A0A1W9M8C5
OWC_2088	CAS_Class1-Subtype-I-C	OWC_2088_k121_34007340	cds	99	1073	+	HECECH_18555		Type I-C CRISPR-associated protein Cas8c/Csd1	SO:0001217, UniRef:UniRef50_A0A7C4EB84
OWC_2088	CAS_Class1-Subtype-I-C	OWC_2088_k121_34007340	cds	1076	1957	+	HECECH_18560	cas7c	type I-C CRISPR-associated protein Cas7/Csd2	GO:0003674, GO:0043571, SO:0001217, UniRef:UniRef50_A0A7Y3J4M7, UniRef:UniRef90_A0A1G5SD95
OWC_2088	SoFic	OWC_2088_k121_34007414	cds	3155	4243	-	HECECH_18590		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A450SL08
OWC_2093	Septu	OWC_2093_k121_1212933	cds	1558	2406	-	NEBNEE_11920		TIGR02646 family protein	SO:0001217, UniRef:UniRef50_H5WVG7
OWC_2093	Septu	OWC_2093_k121_1212933	cds	2419	4842	-	NEBNEE_11925		hypothetical protein	PFAM:PF13175.10, PFAM:PF13304.10, PFAM:PF13476.10
OWC_2098	AbiE	OWC_2098_k121_5145979	cds	139	1056	-	MLGOJH_06205		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_Q1M7T1
OWC_2098	AbiE	OWC_2098_k121_5145979	cds	1046	1663	-	MLGOJH_06210		Transcriptional regulator	SO:0001217, UniRef:UniRef50_G4RAX9
OWC_2100	MazEF	OWC_2100_k121_18657022	cds	3907	4155	+	PEIFKK_18475		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A4BVF6, UniRef:UniRef90_A0A964ZW90
OWC_2100	MazEF	OWC_2100_k121_18657022	cds	4155	4472	+	PEIFKK_18480		mRNA interferase	SO:0001217, UniRef:UniRef50_D8PG32, UniRef:UniRef90_A0A1F4HRB8
OWC_2112	MazEF	OWC_2112_scaffold_35107	cds	975	1319	-	HHKLOH_16090	mazF	Endoribonuclease MazF	SO:0001217, UniRef:UniRef50_A0A8F3IHF2
OWC_2112	MazEF	OWC_2112_scaffold_35107	cds	1319	1561	-	HHKLOH_16095		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A533XEI4
OWC_2129	SoFic	OWC_2129_k121_2292221	cds	3719	4882	-	FLBNPH_04090		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A160MY22
OWC_2130	Wadjet_I	OWC_2130_scaffold_432	cds	7724	9154	+	IPCCIL_03270		Ferrochelatase	SO:0001217, UniRef:UniRef50_A0A127QCH2, UniRef:UniRef90_A0A258ZDN3
OWC_2130	Wadjet_I	OWC_2130_scaffold_432	cds	9161	9865	+	IPCCIL_03275		DUF4194 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A127QQ73, UniRef:UniRef90_A0A258ZDJ6
OWC_2130	Wadjet_I	OWC_2130_scaffold_432	cds	10608	13472	+	IPCCIL_03285		(pseudo) AAA family ATPase	SO:0001217, UniRef:UniRef50_A0A258ZDL5, UniRef:UniRef90_A0A258ZDL5
OWC_2132	CAS_Class2-Subtype-II-C	OWC_2132_k121_535354	cds	27499	30951	+	KFIBEL_00865		hypothetical protein	PFAM:PF13395.10, PFAM:PF18470.5, PFAM:PF18541.5
OWC_2132	CAS_Class2-Subtype-II-C	OWC_2132_k121_535354	cds	30951	31898	+	KFIBEL_00870	cas1	type II CRISPR-associated endonuclease Cas1	GO:0003676, GO:0004520, GO:0043571, GO:0046872, GO:0051607, KEGG:K15342, SO:0001217, UniRef:UniRef50_A0A2H0FUK4, UniRef:UniRef90_A0A9D6DA88
OWC_2132	CAS_Class2-Subtype-II-C	OWC_2132_k121_535354	cds	31874	32206	+	KFIBEL_00875	cas2	CRISPR-associated endonuclease Cas2	GO:0004521, GO:0043571, SO:0001217, UniRef:UniRef50_A0A345DB23, UniRef:UniRef90_A0A2H0FUH5
OWC_2133	MazEF	OWC_2133_k121_3208245	cds	435	701	+	LMOBGC_02170		Growth regulator	SO:0001217, UniRef:UniRef50_A0A2Z6EY72
OWC_2133	MazEF	OWC_2133_k121_3208245	cds	698	1063	+	LMOBGC_02175	pemK	Endoribonuclease PemK	SO:0001217, UniRef:UniRef50_A0A5E7AB93
OWC_2133	RM_Type_I	OWC_2133_k121_3387468	cds	22	1788	+	LMOBGC_02325		Restriction endonuclease subunit R	SO:0001217, UniRef:UniRef50_A0A2M7I533
OWC_2133	RM_Type_I	OWC_2133_k121_3387468	cds	2252	3520	+	LMOBGC_02335		hypothetical protein	PFAM:PF01420.23
OWC_2133	RM_Type_I	OWC_2133_k121_3387468	cds	4603	6081	+	LMOBGC_02345		site-specific DNA-methyltransferase (adenine-specific)	EC:2.1.1.72, KEGG:K03427, SO:0001217, UniRef:UniRef50_A0A1F9FCW7, UniRef:UniRef90_F8GG04
OWC_2133	RM_Type_I	OWC_2133_k121_10394006	cds	2270	4609	+	LMOBGC_07485		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_M4X972
OWC_2133	RM_Type_I	OWC_2133_k121_10394006	cds	5639	7696	+	LMOBGC_07495		hypothetical protein	PFAM:PF01420.23, PFAM:PF08719.15, SO:0001217, UniRef:UniRef50_A0A351MCJ3
OWC_2133	RM_Type_I	OWC_2133_k121_10394006	cds	9307	12315	+	LMOBGC_07505		type I site-specific deoxyribonuclease	SO:0001217, UniRef:UniRef50_A0A0D1AP77
OWC_2133	RM_Type_I	OWC_2133_k121_18188956	cds	6862	9783	-	LMOBGC_10915		Type I site-specific restriction-modification system, R (restriction) subunit and related helicases	COG:COG0610, COG:V, EC:3.1.21.3, KEGG:K01153, SO:0001217, UniRef:UniRef50_A0A222SI86, UniRef:UniRef90_A0A543Q365
OWC_2133	Gabija	OWC_2133_k121_18188956	cds	9793	11673	-	LMOBGC_10920		DNA 3'-5' helicase	SO:0001217, UniRef:UniRef50_A0A7C6K0Z6, UniRef:UniRef90_A0A6A7RYB3
OWC_2133	Gabija	OWC_2133_k121_18188956	cds	11670	13358	-	LMOBGC_10925		OLD protein-like TOPRIM domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2V2N8K4, UniRef:UniRef90_A0A6A7RZ90
OWC_2133	RM_Type_I	OWC_2133_k121_18188956	cds	13543	14886	-	LMOBGC_10935		hypothetical protein	
OWC_2133	AbiE	OWC_2133_k121_21327344	cds	7289	7912	+	LMOBGC_12350		Transcriptional regulator	SO:0001217, UniRef:UniRef50_D4H4U0
OWC_2133	AbiE	OWC_2133_k121_21327344	cds	7909	8838	+	LMOBGC_12355		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A1F2WIZ5
OWC_2133	SoFic	OWC_2133_k121_29471472	cds	3142	4233	+	LMOBGC_14995		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A7S6S6N3
OWC_2134	RM_Type_IIG	OWC_2134_k121_5396322	cds	263	3031	+	CBOMAN_04330		Site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_K9SSQ6
OWC_2134	SoFic	OWC_2134_k121_14690858	cds	109	1176	-	CBOMAN_09490		Fic family protein	COG:COG3177, COG:K, SO:0001217, UniRef:UniRef50_A0A450SL08, UniRef:UniRef90_A0A139BSG0
OWC_2135	SoFic	OWC_2135_k121_23918233	cds	4237	5361	+	NEMENF_09730		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A1B3DZN4
OWC_2136	RM_Type_I	OWC_2136_scaffold_567	cds	8007	9461	+	JPPKMH_07475		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A5J6MN42
OWC_2136	RM_Type_I	OWC_2136_scaffold_567	cds	9554	10639	+	JPPKMH_07480		Type I restriction modification DNA specificity domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q4GQ52
OWC_2136	RM_Type_I	OWC_2136_scaffold_567	cds	11453	13828	+	JPPKMH_07490		type I site-specific deoxyribonuclease	SO:0001217, UniRef:UniRef50_K1LCH4
OWC_2137	PfiAT	OWC_2137_k121_18120760	cds	4401	4676	+	IJAEDD_09840		Antitoxin	SO:0001217, UniRef:UniRef50_A0A1H0G6M6, UniRef:UniRef90_D5CS54
OWC_2137	PfiAT	OWC_2137_k121_18120760	cds	4673	4999	+	IJAEDD_09845	parE3	Toxin ParE3	SO:0001217, UniRef:UniRef50_A0A7S6N5Y6
OWC_2138	RM_Type_IV	OWC_2138_k121_6047973	cds	104607	105914	-	NALHMD_05315		2-keto-D-gluconate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A0C4YKM5
OWC_2138	CAS_Class2-Subtype-II-C	OWC_2138_k121_7995102	cds	8162	11584	+	NALHMD_14500		hypothetical protein	PFAM:PF13395.10, PFAM:PF18470.5, PFAM:PF18541.5
OWC_2138	CAS_Class2-Subtype-II-C	OWC_2138_k121_7995102	cds	11584	12531	+	NALHMD_14505	cas1	type II CRISPR-associated endonuclease Cas1	GO:0003676, GO:0004520, GO:0043571, GO:0046872, GO:0051607, KEGG:K15342, SO:0001217, UniRef:UniRef50_A0A2H0FUK4, UniRef:UniRef90_A0A9D6DA88
OWC_2138	CAS_Class2-Subtype-II-C	OWC_2138_k121_7995102	cds	12507	12839	+	NALHMD_14510	cas2	CRISPR-associated endonuclease Cas2	GO:0004521, GO:0043571, SO:0001217, UniRef:UniRef50_A0A345DB23, UniRef:UniRef90_A0A2H0FUH5
OWC_2139	RM_Type_II	OWC_2139_k121_1357473	cds	21406	22365	+	HFHCEG_08415		Cytosine-specific methyltransferase	SO:0001217, UniRef:UniRef50_D4YMD4
OWC_2139	RM_Type_II	OWC_2139_k121_1357473	cds	22368	22976	+	HFHCEG_08420	kpnI	Type-2 restriction enzyme KpnI	SO:0001217, UniRef:UniRef50_A0A136MU12
OWC_2139	RM_Type_II	OWC_2139_k121_1357473	cds	23776	24411	+	HFHCEG_08425		Restriction endonuclease	SO:0001217, UniRef:UniRef50_A0A7U9SRN4
OWC_2139	RM_Type_II	OWC_2139_k121_1357473	cds	24411	25049	+	HFHCEG_08430		S-adenosylmethionine-binding protein	SO:0001217, UniRef:UniRef50_A0A238LAJ5
OWC_2139	Retron_III	OWC_2139_k121_8874424	cds	120835	122055	-	HFHCEG_10645		RNA-directed DNA polymerase	SO:0001217, UniRef:UniRef50_B1TCF8
OWC_2139	Retron_III	OWC_2139_k121_8874424	cds	122234	123433	-	HFHCEG_10650		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0012FAC4AE
OWC_2139	RM_Type_III	OWC_2139_k121_8974501	cds	12	1403	+	HFHCEG_14425		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A1Q8TA61
OWC_2139	RM_Type_III	OWC_2139_k121_8974501	cds	1400	3832	+	HFHCEG_14430		Helicase ATP-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q4EJY5
OWC_2139	RM_Type_IIG	OWC_2139_k121_6249077	cds	9090	11801	+	HFHCEG_15315		Site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_K9SSQ6
OWC_2141	Menshen	OWC_2141_scaffold46277	cds	104	1054	-	FGIEDB_06505		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7Y7TGZ4
OWC_2141	Menshen	OWC_2141_scaffold46277	cds	1051	2178	-	FGIEDB_06510		DUF3696 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5B1CE88
OWC_2141	Menshen	OWC_2141_scaffold46277	cds	2162	3262	-	FGIEDB_06515		hypothetical protein	
OWC_2141	RM_Type_IIG	OWC_2141_scaffold56087	cds	214	2085	+	FGIEDB_06910		Site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A1H3E0N1
OWC_2141	RM_Type_IV	OWC_2141_scaffold66689	cds	1727	2917	-	FGIEDB_07350		hypothetical protein	
OWC_2141	dGTPase	OWC_2141_scaffold96730	cds	292	1674	-	FGIEDB_08480		Deoxyguanosinetriphosphate triphosphohydrolase-like protein	SO:0001217, UniRef:UniRef50_A6VZK3
OWC_2144	RM_Type_II	OWC_2144_k121_2818531	cds	7268	8014	-	EAPFDB_02335		Type II restriction endonuclease EcoO109IR domain-containing protein	SO:0001217, UniRef:UniRef50_E8MY91
OWC_2144	RM_Type_II	OWC_2144_k121_2818531	cds	8001	8870	-	EAPFDB_02340		Methyltransferase	SO:0001217, UniRef:UniRef50_A0A7J4V784, UniRef:UniRef90_A0A1F3X337
OWC_2144	SoFic	OWC_2144_k121_7104627	cds	1849	2997	-	EAPFDB_04810		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A0K2CS42
OWC_2145	AbiE	OWC_2145_scaffold101326	cds	648	1445	+	NDOFGI_11165		Transcriptional regulator AbiEi antitoxin N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2V9QY39
OWC_2145	AbiE	OWC_2145_scaffold101326	cds	1442	1900	+	NDOFGI_11170		hypothetical protein	PFAM:PF08843.15
OWC_2146	Detocs	OWC_2146_k121_111167	cds	74594	78046	+	HMGFPJ_00365		hypothetical protein	
OWC_2146	Detocs	OWC_2146_k121_111167	cds	78270	78482	+	HMGFPJ_00370		hypothetical protein	
OWC_2146	Detocs	OWC_2146_k121_111167	cds	78486	79760	+	HMGFPJ_00375		hypothetical protein	PFAM:PF01048.24
OWC_2146	CBASS_I	OWC_2146_k121_261382	cds	180424	181860	-	HMGFPJ_05300		Adenylyl/Guanylyl and SMODS C-terminal sensor domain-containing protein	SO:0001217, UniRef:UniRef50_G3A2H7
OWC_2146	CBASS_I	OWC_2146_k121_261382	cds	181857	182960	-	HMGFPJ_05305		SMODS and SLOG-associating 2TM effector domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0E3UFW5
OWC_2146	RM_Type_I	OWC_2146_k121_48070	cds	208388	209614	-	HMGFPJ_09340		Type I restriction modification DNA specificity domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q9GIG3
OWC_2146	RM_Type_I	OWC_2146_k121_48070	cds	209701	211143	-	HMGFPJ_09345		N-6 DNA methylase	EC:2.1.1.72, KEGG:K03427, SO:0001217, UniRef:UniRef50_P08957, UniRef:UniRef90_UPI00129156A7
OWC_2146	RM_Type_I	OWC_2146_k121_48070	cds	212421	215771	-	HMGFPJ_09355	hsdR	type I restriction-modification system endonuclease	EC:3.1.21.3, KEGG:K01153, SO:0001217, UniRef:UniRef50_A0A6L7I3R2, UniRef:UniRef90_A0A133XHA3
OWC_2148	SoFic	OWC_2148_k121_4884452	cds	295	1413	-	ODKEFO_03805		Protein adenylyltransferase SoFic	SO:0001217, UniRef:UniRef50_Q8E9K5
OWC_2154	RM_Type_I	OWC_2154_k121_194216	cds	401812	403953	+	HFGEII_08805		Type-1 restriction enzyme R protein	SO:0001217, UniRef:UniRef50_A0A011QEE7
OWC_2154	RM_Type_I	OWC_2154_k121_194216	cds	403972	405594	+	HFGEII_08810		site-specific DNA-methyltransferase (adenine-specific)	EC:2.1.1.72, KEGG:K03427, SO:0001217, UniRef:UniRef50_A0A653JVD4, UniRef:UniRef90_A0A9E2GLY2
OWC_2154	RM_Type_I	OWC_2154_k121_194216	cds	405591	406895	+	HFGEII_08815		restriction endonuclease subunit S	SO:0001217, UniRef:UniRef50_UPI002302A79B
OWC_2154	RM_Type_IV	OWC_2154_k121_777853	cds	146398	148935	-	HFGEII_14320		hypothetical protein	
OWC_2158	SoFic	OWC_2158_scaffold_28297	cds	606	1805	+	AGKDBJ_10485		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A2A4WA03, UniRef:UniRef90_A0A9D9W5V8
OWC_2160	Wadjet_I	OWC_2160_k121_304447	cds	406	1860	+	HJFOEB_06090		DUF3375 domain-containing protein	SO:0001217, UniRef:UniRef50_M1PDI0, UniRef:UniRef90_A0A941ZMU0
OWC_2160	Wadjet_I	OWC_2160_k121_304447	cds	1863	2534	+	HJFOEB_06095		DUF4194 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A060NLM4
OWC_2160	Wadjet_I	OWC_2160_k121_304447	cds	2527	5916	+	HJFOEB_06100		ATP-dependent exonuclease SbcCD, C subunit-like protein	SO:0001217, UniRef:UniRef50_A0A2H0IWJ4
OWC_2160	Wadjet_I	OWC_2160_k121_304447	cds	5919	7106	+	HJFOEB_06105	jetD	Wadjet protein JetD C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2M7N786
OWC_2162	RM_Type_IIG	OWC_2162_k121_6685442	cds	1418	4258	+	HECMCK_06755		Site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_K9SSQ6
OWC_2163	SoFic	OWC_2163_k121_52230	cds	865	2064	-	PCJCAE_06495		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A2A4WA03, UniRef:UniRef90_A0A9D9W5V8
OWC_2163	Wadjet_I	OWC_2163_k121_497680	cds	1726	2937	-	PCJCAE_15780	jetD	Wadjet protein JetD C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2M7N786
OWC_2163	Wadjet_I	OWC_2163_k121_497680	cds	2934	6323	-	PCJCAE_15785		ATP-dependent exonuclease SbcCD, C subunit-like protein	SO:0001217, UniRef:UniRef50_A0A2H0IWJ4
OWC_2163	Wadjet_I	OWC_2163_k121_497680	cds	6316	7092	-	PCJCAE_15790		DUF4194 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A060NLM4
OWC_2165	SoFic	OWC_2165_k121_9489237	cds	1176	2342	-	BPHJNG_07125		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A4S3KS48
OWC_2169	Wadjet_I	OWC_2169_k121_7061446	cds	239	3103	-	CGMOIE_04840		ATP-dependent exonuclease SbcCD, C subunit-like protein	SO:0001217, UniRef:UniRef50_A0A2H0IWJ4
OWC_2169	Wadjet_I	OWC_2169_k121_7061446	cds	3096	3767	-	CGMOIE_04845		DUF4194 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A060NLM4
OWC_2169	Wadjet_I	OWC_2169_k121_7061446	cds	3770	5224	-	CGMOIE_04850		DUF3375 domain-containing protein	SO:0001217, UniRef:UniRef50_M1PDI0, UniRef:UniRef90_A0A941ZMU0
OWC_2169	Wadjet_I	OWC_2169_k121_4319841	cds	1909	3381	+	CGMOIE_12265		DUF3375 domain-containing protein	SO:0001217, UniRef:UniRef50_M1PDI0, UniRef:UniRef90_G7UN51
OWC_2169	Wadjet_I	OWC_2169_k121_4319841	cds	3405	4181	+	CGMOIE_12270		DUF4194 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A060NLM4
OWC_2169	Wadjet_I	OWC_2169_k121_4319841	cds	4174	7563	+	CGMOIE_12275		ATP-dependent exonuclease SbcCD, C subunit-like protein	SO:0001217, UniRef:UniRef50_A0A2H0IWJ4
OWC_2169	Wadjet_I	OWC_2169_k121_4319841	cds	7560	8771	+	CGMOIE_12280	jetD	Wadjet protein JetD C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2M7N786
OWC_2171	CAS_Class1-Subtype-I-C	OWC_2171_scaffold_13507	cds	236	526	-	MPMGPI_13575	cas2	CRISPR-associated endonuclease Cas2	COG:COG1343, COG:V, GO:0004521, GO:0043571, SO:0001217, UniRef:UniRef50_Q82W51, UniRef:UniRef90_A0A0C5JAY9
OWC_2171	CAS_Class1-Subtype-I-C	OWC_2171_scaffold_13507	cds	531	1562	-	MPMGPI_13580		CRISPR-associated endonuclease Cas1	SO:0001217, UniRef:UniRef50_A0A1J0LWA2
OWC_2171	CAS_Class1-Subtype-I-C	OWC_2171_scaffold_13507	cds	1564	2190	-	MPMGPI_13585		CRISPR-associated exonuclease Cas4	SO:0001217, UniRef:UniRef50_A0A149W179
OWC_2171	CAS_Class1-Subtype-I-C	OWC_2171_scaffold_13507	cds	2656	3285	-	MPMGPI_13600		Type I-C CRISPR-associated protein Cas7/Csd2	SO:0001217, UniRef:UniRef50_A0A9C8M1T1
